Le nom commercial ;Quantité en stock;Prix Public;Date derniére sortie;Listes;Classes;Formes
Labello fraise 4.8g;0;9?179;04/03/2022;;;
Lacoma collyre;4;9?365;18/09/2023;LISTE I;;Collyres
Lacoma collyre;2;9?460;16/09/2023;LISTE II;;Collyres
Lacoma T collyre;10;10?531;17/09/2023;LISTE I;;Collyres
Lacryvisc gel T/5g;0;3?920;13/03/2019;LISTE II;;Collyres
Lactacyd sol fl/120ml;0;6?677;01/04/2017;II;;Spray solutions externes
Lacteol 340mg pdre sup sach/10;6;2?573;12/09/2023;ST;;Sachets Granules poudres orales
Lactiv sol vag fl/200ml;0;7?097;11/09/2023;SANS TABLEAU;;Solutions externes lotions
Lactonatal DHA  cp ;0;9?204;26/10/2021;SANS TABLEAU;;Comprimes Gelules
Ladybell coton;0;40;07/10/2019;;;
Laino soin levres classic stick/45g;0;2?899;08/11/2018;ST;;Gelee
Laino soin levres fraise stick/45g;4;4?838;08/11/2018;ST;;Divers 
Laino soin levres framboise stick/45g;0;4?668;20/03/2022;ST;;Divers 
Laino soin levres grenadine stick/45g;0;4?538;20/03/2022;ST;;Divers 
Laino soin levres vanille stick/45g;0;2?715;07/01/2023;SANS TABLEAU;;Divers 
Lait aloe vera ;0;40;05/03/2019;;;
Lait carotene MD;0;7?690;28/06/2022;SANS TABLEAU;;Baume Lait
Lait corps 3 en 1 400ml;0;4?661;29/12/2019;ST;;Lait
Lait genera argan;0;3?583;30/12/2019;SANS TABLEAU;;Baume Lait
Lait genera bleu;0;3?432;08/07/2019;SANS TABLEAU;;Baume Lait
Lait huile d'amande douce 250ml;2;5?284;30/03/2023;ST;;Lait
Lait souplesse bio;0;3?845;25/07/2023;SANS TABLEAU;;Baume Lait
Lait uno;0;40;23/05/2020;;;
Lait valda a l'huile d'amande douce ;0;1?827;11/08/2023;SANS TABLEAU;;Baume Lait
Lait valda a l'huile d'argan;0;1?825;02/05/2023;SANS TABLEAU;;Baume Lait
Lait valda a l'huile de baobab;1;1?540;09/05/2023;SANS TABLEAU;;Baume Lait
Lait valda au beurre de karite;2;1?453;15/05/2023;SANS TABLEAU;;Baume Lait
Lait valda calendula;1;1?931;21/04/2023;SANS TABLEAU;;Baume Lait
Lames de bistouri;61;0;11/09/2023;SANS TABLEAU;;Divers 
Lamisil spray;0;1?869;;ST;;Spray solutions externes
Lamotrigine arrow 25 mg cp disp croq b/30;1;5?126;01/08/2023;I;;Comprimes Gelules
Lamotrigine arrow 50mg ;1;0;;LISTE I;;Comprimes Gelules
Lancets accu cheik softclix b/25;5;2?820;12/08/2023;ST;;Divers 
Lancets accuchek b/200;0;1?434;04/12/2019;ST;;Divers 
Lancets U S Diagnostic;1;5?430;01/03/2022;SANS TABLEAU;;Divers 
Lanogestane creme;0;3?515;12/12/2019;SANS TABLEAU;;Pommades cremes
Lantus solostar preremp 3ml detail;4;3?759;24/01/2023;SANS TABLEAU;;Injectables
Lantus solostar preremp 3ml stylos/5;0;22?150;11/04/2022;2;;Injectables
Lanzocap cp;3;6?262;05/09/2023;LISTE I;;Comprimes Gelules
Laridox cp;10;470;15/09/2023;LISTE I;;Comprimes Gelules
Laritem 80/400mg cp b/6;0;40;22/07/2021;;;Comprimes Gelules
 laritem 80/480 cp;1;3?555;01/04/2017;LISTE I;;Comprimes Gelules
Laroscorbine 500mg ss cp croq B/30 ;0;4?464;03/01/2020;ST;;Comprimes Gelules
Laroxyl 25mgcp;6;3?726;30/08/2023;LISTE I;;Comprimes Gelules
Laroxyl gtte;0;5?215;15/04/2020;LISTE I;;Gouttes auriculaires
Lasilix 60mg cp B/30;0;7?219;04/01/2019;LISTE I;;Comprimes Gelules
Lasilix creme ;0;2?842;07/02/2018;LISTE II;;Pommades cremes
Latanocom coll f/2.5ml;2;11?791;21/07/2023;LISTE I;;
Latano cy;3;40;28/07/2023;;;
LCA Huile massage decontr 100ml;0;12?509;12/05/2022;SANS TABLEAU;;Solutions externes lotions
Lea gel de Afeitar;1;3?646;04/03/2022;SANS TABLEAU;;Gel cutane
Lecteur de glycemie accu-chek;1;17?687;17/07/2023;SANS TABLEAU;;Divers 
Leos 25mg cpr b/20;6;6?379;17/09/2023;LISTE I;;Comprimes Gelules
Le petit olivier creme jour et nuit;0;17?427;04/03/2022;SANS TABLEAU;;Pommades cremes
Lepticur 10mg;0;3?555;13/08/2019;LISTE I;;Comprimes Gelules
Lerin cp;-10;3?106;20/09/2023;LISTE I;;Comprimes Gelules
Lerin cp;0;3?048;22/05/2023;LISTE I;;Comprimes Gelules
Lesstrol 10 cp;6;4?352;31/08/2023;LISTE I;;Comprimes Gelules
Lesstrol 20 cp;3;55?522;28/08/2023;LISTE I;;Comprimes Gelules
Leukopast 15cmx10m;0;423;28/07/2023;ST;;Divers 
Leukoplast 5Mx10Cm;0;98;24/10/2022;SANS TABLEAU;;
Leukoplast 5Mx18Cm;22;553;22/09/2023;SANS TABLEAU;;Comprimes Gelules
Leutrien 10mg cp;4;9?994;04/09/2023;LISTE I;;Comprimes Gelules
Leutrien 4mg b/30;3;4?980;17/09/2023;LISTE II;;Comprimes Gelules
Leutrien 5mg b/30;8;6?223;17/09/2023;LISTE II;;Comprimes Gelules
Levobact 750mg cp;1;6?246;21/09/2023;LISTE I;;Comprimes Gelules
Levo bd comprimes;4;2?156;17/09/2023;LISTE I;;Comprimes Gelules
Levodia 1,5mg cp b1;3;1?739;06/09/2023;ST;;Comprimes Gelules
Levogen 1.5mg cpr b/1;0;1?813;08/05/2022;ST;;Comprimes Gelules
Levomac 500mg cpr b/5;0;5?955;25/07/2023;I;;Comprimes Gelules
Levophta collyre;40;4?695;30/08/2023;LISTE II;;Collyres
Levo test de grossesse;0;439;09/06/2022;ST;;Divers 
Levothyrox 175 cp ;0;30;31/10/2020;LISTE II;;Comprimes Gelules
Levothyrox 25 cp ;2;426;14/09/2023;LISTE II;;Comprimes Gelules
Levothyrox 50 cp B/28;6;856;21/09/2023;LISTE II;;Comprimes Gelules
Levothyrox 75 cp ;5;1?351;14/09/2023;LISTE II;;Comprimes Gelules
Levotop 500mg cp;0;7?857;25/07/2023;LISTE I;;Comprimes Gelules
Libido lady caps b/30;0;8?306;02/11/2021;SANS TABLEAU;;Comprimes Gelules
Libido women gel b/15;0;14?533;05/12/2022;;;Comprimes Gelules
Licold spay nasal bb fl/50ml;0;0;;SANS TABLEAU;;Spray nasal
Lidene comprimes;5;2?345;17/09/2023;LISTE II;;Comprimes Gelules
Lidocaine ubi 2% sol inj f/20ml;10;319;06/09/2023;II;;Injectables
Lincocine sp;0;2?852;26/08/2019;I;;Sirops
Lincomycine cp;3;1?762;06/05/2023;LISTE I;;Comprimes Gelules
Lingette camomilla;2;0;15/08/2023;SANS TABLEAU;;Divers 
Lingette dodie ;0;0;12/07/2021;SANS TABLEAU;;Divers 
Lingette fresh mint;0;0;18/04/2023;SANS TABLEAU;;Divers 
Lingette gilb a l'eau paq/70;0;7?388;26/05/2023;ST;;Divers 
Lingette gilb a l'huile d'olive;0;6?473;22/06/2023;SANS TABLEAU;;Divers 
Lingette klorane;0;9?743;15/08/2020;;;Divers 
Lingette klorane bebe nett doux b/70;0;10?295;17/08/2020;ST;;Divers 
Lingette nivea ;0;0;04/03/2022;SANS TABLEAU;;Divers 
Lingettes bebe TIMA BABY;0;994;29/12/2022;SANS TABLEAU;;Divers 
Lingettes liniderm;0;6?061;29/04/2023;SANS TABLEAU;;Divers 
Lingette uriage bb nett paq/70;0;2?733;06/05/2023;ST;;Comprimes Gelules
Liniderm liniment oleo calc stab f/250ml;1;6?241;01/03/2023;SANS TABLEAU;;Solutions externes lotions
Liniderm liniment oleo calc stab f/480ml;1;0;01/03/2023;SANS TABLEAU;;Solutions externes lotions
Lip balm genera ;0;40;07/02/2019;LISTE I;;Divers 
Lipikar AP lait ;0;15?533;19/02/2022;SANS TABLEAU;;Baume Lait
Lipikar AP +M anti irritation ;1;15?535;14/02/2023;SANS TABLEAU;;Baume Lait
Lipikar gel lavant fl/750ml;0;14?335;26/02/2023;SANS TABLEAU;;Divers 
Lipikar gel lavant t/50ml;0;12?422;08/11/2022;ST;;Divers 
Lipikar lait AP+M baume triple action anti grattage anti rechute fl/200ml;2;15?206;13/02/2023;SANS TABLEAU;;Baume Lait
Lipikar lait fl/400ml relipidant corps;0;17?524;03/02/2023;SANS TABLEAU;;Baume Lait
Lipikar lait urea 5+ fl/200ml;1;15?736;;SANS TABLEAU;;Baume Lait
Lipikar sav surgras liquide/200ml;1;11?263;12/12/2022;ST;;Divers 
Lipolevre nivea labello;0;0;15/05/2021;SANS TABLEAU;;Divers 
Lipolevres genera ;0;1?182;21/12/2018;SANS TABLEAU;;Divers 
Liposic gel oph;6;1?839;22/09/2023;LISTE II;;Collyres
Lipo stick de mon pharmacien;0;40;07/12/2021;;;
Lipovas 10mg cp b/30;0;3?061;17/07/2021;LISTE II;;Comprimes Gelules
Lipovas 20mg cp b/30;0;3?266;18/05/2021;LISTE I;;Comprimes Gelules
Lirapyn 50mg b/28;1;0;21/08/2023;;;Compresses medicamenteuses
Lirapyn 75 mb b/28;0;2?785;12/04/2023;LISTE I;;Comprimes Gelules
Listerine cool mint;0;0;15/04/2020;SANS TABLEAU;;Divers 
Listerine fm;0;1?316;02/06/2022;SANS TABLEAU;;Divers 
Litacold ad vaporub;0;2?456;22/06/2023;SANS TABLEAU;;Baume Lait
Litacold bebe vaporub;7;3?277;22/09/2023;;;
Litacold nuit 500mg/25mg cp b/16;0;1?838;03/04/2023;LISTE I;;Comprimes Gelules
Litacold nuit max 1g/50mg cp b/80;10;879;19/09/2023;ST;;Comprimes Gelules
Litacold respi/ inhalateur b/10X10;94;1?160;18/08/2023;;;Divers 
Litacold rhume jour et nuit cp b/24;4;1?867;09/09/2023;SANS TABLEAU;;Comprimes Gelules
Litacold sinus maux tete 325/5mg b16;1;1?891;26/06/2023;LISTE I;;Comprimes Gelules
Litacold sirop;116;1?223;22/09/2023;SANS TABLEAU;;Sirops
Litacold spray nasal bb fl/50ml;0;3?091;29/04/2023;SANS TABLEAU;;Spray nasal
Litamol 500mg eff b/80;39;271;20/09/2023;;;Comprimes Gelules
Livozed 500mg cp b/10;0;3?633;27/12/2022;LISTE II;;Comprimes Gelules
L-mesitran GM T/50g;2;6?418;15/09/2023;SANS TABLEAU;;Gel cutane
L-mesitran PM T/15g;8;2?231;22/09/2023;SANS TABLEAU;;Gel cutane
Lodine 300 cp;0;4?274;20/04/2021;LISTE II;;Comprimes Gelules
Lofnac injectable;0;4?899;20/07/2019;I;;Injectables
Lofnac pde;0;30;01/04/2017;LISTE II;;Gel buccal 
Lolip 10 cp;3;5?200;09/09/2023;LISTE I;;Comprimes Gelules
Lolip 20 cp;8;6?520;12/09/2023;LISTE I;;Comprimes Gelules
Lolip 80mg  cp b/30;1;8?968;29/11/2022;LISTE I;;Comprimes Gelules
Longamycine 200mg cp b/8;4;1?814;12/09/2023;LISTE I;;Comprimes Gelules
Loperamide creat b/10x10;20;429;17/09/2023;LISTE I;;Comprimes Gelules
Loperamide EG gel 2mg b/20;0;1?915;06/01/2023;LISTE I;;Comprimes Gelules
Loperamide ubi 2mg gel b/10x10;8;474;23/07/2023;LISTE II;;Comprimes Gelules
Loratol 5mg susp buv f/100ml;1;2?697;14/07/2023;II;;Sirops
Losar denk;2;30;18/08/2023;LISTE II;;Comprimes Gelules
Losar fort medis 100mg b/100;2;40;21/08/2023;LISTE I;;Comprimes Gelules
Losartaan/htcz arraow 50/12,5mg cp pell b30;0;681;10/11/2022;I;;Comprimes Gelules
Lotardex 2,25mg/5ml sp f/100ml;0;3?465;19/03/2023;II;;Sirops
Lotaridex 5mg cp b/5;1;10;04/09/2023;II;;Comprimes Gelules
Lotaridex sirop;1;0;21/04/2023;LISTE II;;Comprimes Gelules
Lotion antimostique enf 100ml;0;4?146;21/09/2020;ST;;Solutions externes lotions
Lovir 400mg cpr b/25;0;86;27/09/2019;I;;Comprimes Gelules
Lowrac 5mg gel b/30;0;5?888;16/06/2019;LISTE I;;Comprimes Gelules
Loxen 10mg/10ml inject b/5;17;4?813;21/09/2023;LISTE I;;Injectables
Loxtra coll f/5ml;5;3?491;13/09/2023;I;;Collyres
LRJ collyre;1;3?211;25/02/2023;SANS TABLEAU;;Collyres
Lubrinex coll f/10ml;1;2?533;17/09/2023;ST;;Collyres
Lueax tx seche adulte 100ml;1;0;12/04/2023;LISTE I;;Sirops
Luex ad sp tx grasse fl/100ml;3;1?214;20/08/2023;SANS TABLEAU;;Sirops
Luex enf toux seche sp fl 100ml ;0;2?695;22/05/2023;;;Sirops
Lufanter ped cp disp b/6;0;911;17/10/2020;LISTE I;;Comprimes Gelules
Lukagen 10mg cp;2;40;18/09/2023;LISTE I;;Comprimes Gelules
Lumfort 10mg b/10;4;2?061;22/09/2023;;;Comprimes Gelules
Lumirelax 500mg cpr b/20;1;3?273;27/04/2023;;;Comprimes Gelules
Lumitrelax 500mg cp b/20;0;3?116;15/12/2020;II;;Comprimes Gelules
Lutagen 100;0;5?230;16/08/2021;;;Comprimes Gelules
Lutagen 200;0;5?367;02/11/2021;;;Comprimes Gelules
Lutatagen 200mg cp molleb/15;0;6?288;17/11/2020;;;
Luttagen 100mg cpas molle b/30;0;5?326;18/05/2021;I;;Comprimes Gelules
Luttagen 200mg cp molle b/15;0;5?249;28/05/2021;I;;Comprimes Gelules
Lyrica 25mg gel b/24;0;40;30/10/2019;ST;;Comprimes Gelules
Lysoflam cp bte/10;6;5?637;22/09/2023;LISTE I;;Comprimes Gelules
Lysoflam gel t/30g;0;2?650;10/05/2023;LISTE II;;Pommades cremes
Maalox comprimes ;20;1?430;13/09/2023;LISTE II;;Comprimes Gelules
Maalox stick 4.3ml bte 20;66;2?955;21/09/2023;SANS TABLEAU;;Sachets Granules poudres orales
Maca gold b cp ;0;10?738;23/01/2023;SANS TABLEAU;;Comprimes Gelules
Macromax 500mg  cp b/3;17;5?287;14/09/2023;LISTE I;;Comprimes Gelules
Macromax sup buv f/30ml;3;40;15/09/2023;;;Sachets Granules poudres orales
Maglife 100mg cp b/60;0;2?488;11/09/2023;SANS TABLEAU;;Comprimes Gelules
Magne B6 ampoule;0;1?860;30/05/2023;LISTE II;;Ampoules buvables
Magnes active denk b/60;0;3?000;05/01/2023;ST;;Comprimes Gelules
Magnes direct denk sachets;0;436;10/08/2023;SANS TABLEAU;;Sachets Granules poudres orales
Magnes direct denk stick b/30;4;394;22/09/2023;ST;;Sachets Granules poudres orales
Magnesium marin fort cp b/30;3;30;04/08/2023;LISTE II;;Comprimes Gelules
Magnesium marin fort cp bt/15;0;4?696;10/05/2023;ST;;Comprimes Gelules
Malacur 40mg/320mg cpr/12;4;3?264;04/09/2023;SANS TABLEAU;;Sachets Granules poudres orales
Malacur 90mg/720mg susp buv f 60ml;0;3?185;19/08/2022;LISTE II;;Sirops
Malacur cp 40/320  b /9;0;3?110;05/02/2023;LISTE I;;Comprimes Gelules
Malacur cp disp b /6;0;2?149;13/07/2021;LISTE I;;Comprimes Gelules
Malgesic 300 cpr/12;0;2?195;23/07/2018;II;;Comprimes Gelules
Maltofer cp;1;3?079;19/09/2023;SANS TABLEAU;;Comprimes Gelules
Malwood P cp b/12;3;40;04/09/2023;LISTE I;;
Man Activ denk cp;0;24?839;03/02/2022;SANS TABLEAU;;Comprimes Gelules
Manix contact b/3;0;2?564;22/10/2022;SANS TABLEAU;;Divers 
Manix contact b/6;1;2?709;04/05/2023;SANS TABLEAU;;Comprimes Gelules
Manix effect gel lubrifiant;2;6?313;13/07/2023;SANS TABLEAU;;Gel cutane
Manix gell b/3;0;7?699;16/07/2021;ST;;Comprimes Gelules
Manix gel lubrifiant effect;0;9?730;21/08/2020;;;Divers 
Manix gel lubrifiant fraise;0;11?985;07/03/2019;;;Ovules comprimes gynecologiques
Manix gel lubrifiant infinity;0;11?685;19/05/2023;ST;;Ovules comprimes gynecologiques
Manix gel lubrifiant natural;0;11?238;01/09/2023;ST;;
Manix gelule;0;40;06/05/2021;;;
Manix SKYN B/9;0;40;02/09/2020;;;
Manix xtra ;0;1?528;30/08/2022;ST;;Divers 
Marimer baby sol nasal isotoniq spr fl/100ml;8;3?724;21/09/2023;SANS TABLEAU;;Spray aerosol
Marimer spray nasal hypertonique;13;3?910;03/06/2023;SANS TABLEAU;;Gouttes nasales
Masculan gel lubrif apple fl/75ml;1;5?431;04/05/2023;LISTE I;;Gel uretral
Masculan gel lubrif silk fl/75ml;0;5?181;08/07/2022;SANS TABLEAU;;Gel uretral
Masculan gel lubrif strawberry t/75ml;0;6?679;02/08/2022;ST;;Divers 
Masculan gel lubrif warming fl/75ml;1;5?508;04/05/2023;SANS TABLEAU;;Gel uretral
Masque de chirurgien;0;63;26/01/2023;SANS TABLEAU;;Divers 
Masque face 3 plis b/50;50;2?088;23/03/2023;;;Divers 
Masque faciale 3plis-elastic;0;3?322;11/08/2020;ST;;Divers 
 Ma stick 4.3 ml bte 20;0;30;21/06/2017;LISTE II;;Gel buccal 
Maxidex collyre;1;982;09/08/2023;I;;Collutoire pressurise
Maxiflox gh cp b/10;0;3?512;05/10/2021;I;;Comprimes Gelules
Maxilase comprimes;0;3?722;16/03/2022;LISTE II;;Comprimes Gelules
Maxisporin coolyre;3;970;14/07/2023;LISTE I;;Collyres
Mayana creme jour et nuit;7;5?069;11/09/2023;SANS TABLEAU;;Pommades cremes
Mayana lait;-4;9?228;24/08/2023;SANS TABLEAU;;Baume Lait
Mayana savon anti acne;0;1?494;20/09/2023;SANS TABLEAU;;Solutions externes lotions
Mayana savon anti tache;2;1?493;18/09/2023;SANS TABLEAU;;Pains
Mayana savon beurre de karite;2;387;10/08/2023;;;Pains
Mayana serum anti tache;5;3?069;16/09/2023;SANS TABLEAU;;Solutions externes lotions
Mebendazole ubi bte 10plaquetes x6 ;4;40;15/09/2023;LISTE I;;Comprimes Gelules
mebendazole ubi bte 10plaquetes x6 ;0;207;16/01/2023;LISTE I;;Comprimes Gelules
Mebendazole ubi bte 10plaquetes x6 ;-8;160;28/08/2023;SANS TABLEAU;;Comprimes Gelules
Meben gh cp;-1;991;22/09/2023;LISTE II;;Comprimes Gelules
Meben gh sp 30ml;8;1?138;21/09/2023;ST;;Sirops
Mebo 0.25 pde t/15g;0;3?614;16/07/2019;SANS TABLEAU;;Pommades cremes
Meclon ovule;9;4?387;20/09/2023;LISTE I;;Ovules comprimes gynecologiques
Mecotec 500mcg cp b/30;14;5?024;21/09/2023;I;;Comprimes Gelules
Mecotec 500mcg/ml inj amp 1ml b/10;12;40;10/08/2023;I;;Comprimes Gelules
Mecotec 500mcg/ml inj amp 1ml b/10;12;769;10/08/2023;I;;Injectables
Mediclav 1000mg/125mg sht 12;40;3?660;22/09/2023;LISTE I;;Sachets Granules poudres orales
Mediclav 500mg/62.5mg sht b/12;6;3?067;22/09/2023;LISTE I;;Sachets Granules poudres orales
Mediclav 500mg gelule;0;2?852;10/03/2023;;;
Medimox 500mg gel b/20;0;40;03/11/2019;LISTE I;;Comprimes Gelules
Medrol 16 mg cp B/20;2;4?938;21/09/2023;LISTE II;;Comprimes Gelules
Medvite sirop;0;1?810;01/04/2017;ST;;Sirops
Mefenal 250mg gel b/20;2;918;01/09/2023;LISTE II;;Comprimes Gelules
Mefenal sp;0;1?170;17/03/2023;LISTE II;;Sirops
Mefsal 15mg cpr sec b/10;2;66;23/08/2023;;;Comprimes Gelules
Mefsal 7,5mg cpr sec b/10;1;2?164;11/09/2023;I;;Comprimes Gelules
Mega 6 cp pell b/45;2;8?814;15/08/2023;II;;Comprimes Gelules
Megacef 100mg/5ml pdre susp buv f/60ml ;2;4?229;15/08/2023;I;;Sirops
Megacef 200mg cp ;6;4?027;21/09/2023;LISTE I;;Comprimes Gelules
Megacef 40mg sirop nn;4;3?286;23/08/2023;LISTE II;;Sirops
Megacef sp enf;0;3?794;21/03/2022;LISTE I;;Sirops
Megacid sirop;1;1?907;05/08/2023;LISTE II;;Sirops
Megalis 10 cp;2;824;06/09/2023;LISTE I;;Comprimes Gelules
Megalis 20 cp b1;1;40;22/09/2023;LISTE I;;Comprimes Gelules
Megamylase 3000 cpr b/24;0;5?908;11/08/2023;I;;Comprimes Gelules
Melanov MR 60mg cp b/30;0;8?184;22/05/2023;LISTE I;;Comprimes Gelules
Melas cream depigmentante ;0;21?665;;SANS TABLEAU;;Baume Lait
Melas creen eclat;0;19?225;;SANS TABLEAU;;Pommades cremes
Melelac 400 ;24;5?500;21/09/2023;ST;;Divers 
Melex cp;16;2?528;11/09/2023;LISTE II;;Comprimes Gelules
Melocam 15;22;637;19/09/2023;LISTE I;;Comprimes Gelules
Melocam 7.5 ;0;4?984;04/08/2023;LISTE I;;Comprimes Gelules
Melolac cereales 200g;0;1?539;26/01/2023;SANS TABLEAU;;Farines et lait
Melolac cereales 400;7;3?460;20/09/2023;ST;;Farines et lait
Melonax 15 cp;21;3?601;20/08/2023;LISTE I;;Comprimes Gelules
Melonax 7.5 cp;10;2?149;18/07/2023;LISTE I;;Comprimes Gelules
Menactra;1;33?933;24/07/2023;LISTE I;;Injectables
Mentho valda b/12;200;102;16/09/2023;SANS TABLEAU;;Divers 
Mentho valda t/30;11;812;16/09/2023;SANS TABLEAU;;Divers 
Mentho valda tbe 5g;0;0;24/04/2018;SANS TABLEAU;;Divers 
Mepafloxin cp;0;7?529;19/01/2021;I;;Comprimes Gelules
Mequi-GH 2.5/5ml sp fl/60ml;4;1?521;14/08/2023;SANS TABLEAU;;Sirops
Mercuresceine fl/125ml;0;0;13/06/2023;SANS TABLEAU;;Vaccins
Mercuresceine fl/30ml;4;503;23/06/2023;LISTE II;;
Mercuresceine fl/500ml;0;304;03/01/2023;ST;;Divers 
Mercuresceine valda 2% fl 500 ml;0;3?094;02/12/2022;SANS TABLEAU;;Solutions externes lotions
Mercuresceine valda 2% fl 60ml;0;398;11/01/2023;SANS TABLEAU;;Solutions externes lotions
Mesporin 500mg amp inj IM B/1;1;3?740;19/04/2023;I;;Injectables
Mestinon ;0;0;;SANS TABLEAU;;Pommades cremes
Metafor 1g b/30;0;1?890;18/04/2023;LISTE II;;Comprimes Gelules
Metagard cr 35mg cp b/30;2;2?605;11/09/2023;LISTE II;;Comprimes Gelules
Meteoxane comprimes;3;2?752;19/09/2023;LISTE II;;Comprimes Gelules
Metformin BER 500mg;0;30;18/10/2021;LISTE II;;Comprimes Gelules
Metformin BER 850mg ;0;30;19/01/2023;LISTE II;;Comprimes Gelules
Metformin biog 500mg cpr pell b/30;0;484;30/08/2023;I;;Comprimes Gelules
Metformin denk 1g cp b/30;-3;2?766;22/09/2023;LISTE I;;Comprimes Gelules
Metformin denk 850mg BL/10x10;4;7?848;11/09/2023;LISTE I;;Comprimes Gelules
Metformin denk 850mg bl 15x8;0;8?197;20/06/2023;;;Comprimes Gelules
Metformin denk 850mg  cpr b/30;1;1?694;06/09/2023;LISTE II;;Comprimes Gelules
Metformin denk 850mg detail;16;993;09/09/2023;LISTE I;;Comprimes Gelules
Metformine arrow 1000cpr pell sec/90;3;5?025;11/09/2023;LISTE I;;Comprimes Gelules
Metformine arrow 1000mg cp pell b/30;10;0;11/09/2023;LISTE II;;Comprimes Gelules
Metformine arrow 500 cpr pell b/90;1;2?397;14/08/2023;SANS TABLEAU;;Comprimes Gelules
Metformine arrow 500mg cp pell b/30;7;886;15/09/2023;LISTE II;;Comprimes Gelules
Metformine arrow 850mg BL/30;4;1?594;21/04/2023;SANS TABLEAU;;Comprimes Gelules
Metformine arrow 850mg cpr pell b/90;3;4?395;04/09/2023;SANS TABLEAU;;Comprimes Gelules
Metformine BIOG 1000 cp;0;0;31/03/2023;SANS TABLEAU;;Comprimes Gelules
Metformine biog 850mg cp b/30;1;1?647;21/08/2023;LISTE I;;Comprimes Gelules
Metformine gh lp 1000mg cpr b/100;6;7?557;31/08/2023;I;;Comprimes Gelules
Metformine gh lp 500mg b/100;0;2?731;14/09/2023;ST;;Comprimes Gelules
Metformine gh lp 850mg cpr b/100;1;6?655;12/08/2023;I;;Comprimes Gelules
Metforminine biogaran 500 cp pel b/30;1;963;31/08/2023;LISTE I;;Comprimes Gelules
Methotrexate cp ;0;11?278;09/03/2021;LISTE II;;Comprimes Gelules
Metro-GH 200mg/5ml susp f/120ml;7;2?087;27/07/2023;ST;;Sirops
Metro gh 500mg b/20;15;1?346;19/09/2023;I;;Comprimes Gelules
Metro-GH 500 mg IV sol perf fl/100ML;7;2?756;21/09/2023;LISTE I;;Injectables
Metrogyl 500 cp;0;40;06/07/2022;LISTE I;;Comprimes Gelules
Metronex 500 sol inj perf fl/100 ml;2;4?741;04/05/2023;LISTE I;;Injectables
Metronidazole 500mg ubigen sol inj f/10ml;0;1?041;16/08/2020;I;;Injectables
Metronidazole ubi 125mg /5ml;0;40;20/05/2022;LISTE I;;Sirops
Met xl lp 100 cp;5;40;18/09/2023;;;
Met XL LP 50mg cp b/30;0;2?667;06/09/2023;LISTE I;;Comprimes Gelules
MG 2 plus monodose sach B/20;0;3?545;02/08/2021;SANS TABLEAU;;Sachets Granules poudres orales
Micopain gel buccal;0;3?983;02/09/2020;ST;;Gel buccal 
Microgynon cp;6;831;11/07/2023;LISTE I;;Comprimes Gelules
Microval plaq/21 cp;0;956;08/10/2021;LISTE II;;Comprimes Gelules
Minirinmelt cp;1;18?621;08/11/2022;LISTE II;;Comprimes Gelules
Minirinmelt lyo oral 120 mgc 30;0;19?961;02/07/2019;I;;Comprimes Gelules
Minoxidil cooper 2% bte/3;0;21?747;14/04/2023;SANS TABLEAU;;Divers 
Minoxidil cooper 5% bte/3;0;25?106;08/05/2022;SANS TABLEAU;;Solutions externes lotions
Minoxim 2% sol appl cut f/60ml;0;7?325;24/10/2020;ST;;Solutions buvables ou rectales
Minoxin 2% sol appl cut f/60ml;0;7?287;10/12/2020;ST;;Solutions buvables ou rectales
Minoxin plus 5% sol appl cut f/60ml;0;9?404;28/07/2022;ST;;Solutions buvables ou rectales
Misoclear cp;3;1?008;11/08/2023;LISTE II;;Comprimes Gelules
Misodia 200mg cpr b/4;6;212;18/05/2023;I;;Comprimes Gelules
Mixa ad lait corps douceur f/250ml;0;2?363;07/06/2022;SANS TABLEAU;;
Mixa ad lait corps douceur f/400ml;1;5?134;11/09/2023;ST;;Lait
Mixa ad lait corps fraicheur fl/400ml;0;4?202;16/05/2023;LISTE II;;Baume Lait
Mixa ad lait corps nutrition fl/250;0;3?404;06/08/2022;ST;;Lait
Mixa ad lait corps nutrition fl/400;1;2?466;11/09/2023;SANS TABLEAU;;Lait
Mixa ad lait de beaute fl 400ml ;0;6?408;23/05/2022;ST;;Baume Lait
Mixa bebe lait f/400ml ;1;6?632;04/05/2023;ST;;Baume Lait
Mixa bebe shampooing;0;787;26/08/2023;SANS TABLEAU;;Shampooing
Mixa creme main allantoine f/100ml;0;4?351;29/04/2021;SANS TABLEAU;;Pommades cremes
Mixa deo extra soin spr/150ml;0;2?925;21/04/2021;ST;;Lait
Mixa deo hypoal spr/150ML;0;2?925;11/06/2021;ST;;Lait
Mixa eps lait reparateur f/250ml;4;5?118;11/09/2023;ST;;Lait
Mixa fraicheur 250ml;1;3?272;11/09/2023;ST;;Lait
Mixa huile d'amande douce ;0;3?183;07/02/2019;SANS TABLEAU;;Lait
Mixa hydratant huile de coriande;0;40;01/05/2020;;;
Mixa intensif satin lait corp au beure de karite 250ml;0;4?306;04/11/2022;SANS TABLEAU;;Lait
Mixa lait anti dessechement f/250ml;1;6?488;11/09/2023;ST;;Lait
Mixa lait beure cacao f/400ml;0;7?134;21/05/2020;ST;;Lait
Mixa lait douceur fl/400ml;0;4?126;27/11/2020;SANS TABLEAU;;Baume Lait
Mixa nutrition;0;40;31/03/2020;;;Lait
